1,2,3
7.9358,-8.6489,16.906
8.9144,10.018,18.552
6.0278,3.0378,27.9
-5.4897,-8.8825,23.467
12.541,2.2773,9.3617
-5.0907,13.573,46.297
0.52393,14.09,31.403
5.2621,-2.5237,26.951
-3.996,13.853,43.492
-4.2695,7.2201,14.749
0.77397,7.7153,23.42
4.9225,5.0971,47.272
-8.4363,-5.3507,41.323
-0.18158,14.149,16.208
-8.9098,11.798,16.402
7.0124,-9.2931,41.11
10.155,-6.4005,45.791
6.225,-9.7456,30.476
3.4757,-10.761,5.0126
-5.5622,13.423,26.348
2.9457,13.609,46.746
-8.1183,-5.9344,25.536
-9.4769,-1.0776,31.962
1.4183,-4.7946,38.512
-10.134,10.904,27.099
-8.9854,-4.0258,19.557
-6.7342,12.972,19.274
-1.6974,7.8854,27.067
-4.958,-9.2602,42.316
3.961,-10.639,18.294
6.0063,-1.0879,3.2864
1.6257,-11.023,19.539
12.598,0.54999,22.941
8.1394,-8.4881,9.2254
2.9206,-10.873,47.83
-10.41,10.675,0.53478
-7.4257,12.649,21.089
-4.6829,7.0241,40.697
6.2076,-0.39275,15.401
-3.0027,14.03,8.7608
-5.1023,6.7958,13.66
-4.3466,7.1856,29.643
4.5207,5.5678,29.375
11.359,6.498,27.202
1.2239,-11.038,5.3502
11.936,5.0694,3.7752
-9.1295,1.5369,16.053
8.9713,-7.7481,36.773
10.833,-5.3992,4.5788
0.8348,7.7009,0.11441
8.6953,-8.0095,35.684
-8.7929,2.5168,36.002
-8.2386,-5.7241,14.832
-6.8147,12.937,39.048
12.527,-0.40566,25.634
11.698,-3.6748,36.791
10.856,7.4529,24.072
